분류,사업장명,전체주소,좌표
공장,(주)컴윈스,"경기도 시흥시 소망공원로 293, 1283-11 3다 624호 (정왕동)","[37.3298569, 126.7296178]"
공장,(주)컴윈스 시화2공장,"경기도 시흥시 협력로 72,  [정왕동 1696-16, 시화단지 1마601-3] (정왕동)","[37.3420962, 126.7072924]"
공장,(주)컴파스시스템,"서울특별시 구로구 디지털로33길 11, 14층 2호 (구로동)","[37.4856641, 126.8955021]"
공장,(주)컴포시스,"서울특별시 금천구 가산디지털1로 233, 9층 17호 (가산동)","[37.4858614, 126.878475]"
공장,(주)컵앤팩,경기도 양주시 백석읍 권율로1253번길 78-13,"[37.7900707, 126.9609311]"
공장,(주)케미코스,"경기도 시흥시 군자천로119번길 11, 1362-3, 2라418 (정왕동)","[37.3590069, 126.7600264]"
공장,(주)케미코스,경기도 안산시 단원구 목내로119번길 74 (목내동),"[37.3117489, 126.7732241]"
공장,(주)케어웍스,"경기도 성남시 중원구 둔촌대로 449, 5층 508 (상대원동, 중앙인더스피아)","[37.4327365, 127.1670049]"
공장,(주)케이.제이 2공장,전라남도 영암군 삼호읍 대불산단7로 80 (1710-8),"[34.7599826, 126.4283841]"
공장,(주)케이.제이 3공장,전라남도 영암군 삼호읍 대불산단7로 46,"[34.7584761, 126.4302486]"
공장,(주)케이.제이 본사 1공장,전라남도 영암군 삼호읍 산단서부로 70,"[34.7631959, 126.4231459]"
공장,(주)케이디엠텍,울산광역시 울주군 온산읍 화산2길 11,"[35.4249867, 129.3313282]"
공장,(주)케이디일렉트로닉스,"서울특별시 금천구 벚꽃로 254, 4층 411 (가산동, 월드메르디앙벤처센타)","[37.4777579, 126.8854724]"
공장,(주)케이디티엠에스,"경기도 안산시 단원구 해봉로330번길 8,  509호 (신길동)","[37.3254801, 126.7765092]"
공장,(주)케이디티엠에스,"경기도 안산시 단원구 해봉로330번길 8, 2층 205 (신길동)","[37.3254801, 126.7765092]"
공장,(주)케이룩스코리아,"서울특별시 금천구 가산디지털1로 84, 8층 4호 (가산동, 에이스하이엔드타워8)","[37.4733398, 126.8854431]"
공장,(주)케이비티,인천광역시 남동구 능허대로625번길 140-15 (고잔동),"[37.3966799, 126.6870295]"
공장,(주)케이스포텍,"경기도 안산시 단원구 번영로 6, 4바1001호 (성곡동, 은혜산업)","[37.32122, 126.790195]"
공장,(주)케이씨,부산광역시 강서구 미음산단3로 165 (미음동),"[35.1257615, 128.8563838]"
공장,(주)케이씨씨,울산광역시 동구 방어진순환도로 30 (방어동),"[35.5216599, 129.3924452]"
공장,(주)케이씨씨,전라남도 여수시 상암로 830-7 (낙포동),"[34.841117, 127.7528832]"
공장,(주)케이씨씨 구미 컬러센터,경상북도 구미시 산동면 신당리 1367번지,"[36.15189549999999, 128.432884]"
공장,(주)케이씨아이,"경기도 시흥시 공단1대로28번길 87,  시화단지 1라 708호 (정왕동)","[37.3412834, 126.703477]"
공장,(주)케이씨아이,충청남도 서산시 대산읍 대죽1로 221,"[37.0072266, 126.4122754]"
공장,(주)케이씨엘피,"광주광역시 북구 첨단과기로 333, 시험생산동 3층 302,313 (대촌동)","[35.229326, 126.8618778]"
공장,(주)케이씨이,인천광역시 부평구 안남로369번길 34 (청천동),"[37.5162246, 126.7079886]"
공장,(주)케이씨인터내셔날,"경기도 시흥시 서해안로 196, 5동 2층, 1다 108 (정왕동)","[37.3628515, 126.7477872]"
공장,(주)케이씨텍,"인천광역시 남동구 남동대로370번길 57-52,  36블록5로트 (남촌동)","[37.4167913, 126.7112114]"
공장,(주)케이씨파워,인천광역시 남동구 능허대로649번길 83 (고잔동),"[37.3936804, 126.6865432]"
공장,(주)케이아이,"경상남도 창원시 성산구 완암로 50, 메카동 11층 1110호, 1111호 (성산동, SK테크노파크)","[35.2055971, 128.6637619]"
공장,(주)케이아이,"경상남도 창원시 성산구 완암로 50, 테크동 3층 315호 (성산동, SK테크노파크)","[35.2056174, 128.6637929]"
공장,(주)케이아이비,"대구광역시 달성군 구지면 달성2차동1로 57,  (달성2차 21B 5L)","[35.640992, 128.427236]"
공장,(주)케이아이씨,"경기도 안산시 단원구 엠티브이4로48번길 28, 8사 204 (목내동)","[37.308969, 126.7733932]"
공장,(주)케이아이씨텍,"인천광역시 부평구 부평대로 283, C동 8층 803 (청천동, 부평 우림라이온스밸리)","[37.5172029, 126.7201628]"
공장,(주)케이알아스콘,충청남도 당진시 석문면 산단8로 471,"[36.9819022, 126.5908916]"
공장,(주)케이알이엠에스,경상북도 구미시 1공단로 239 (공단동),"[36.10245099999999, 128.3897454]"
공장,(주)케이알이엠에스,경상북도 구미시 3공단2로 137 (시미동),"[36.0926896, 128.4053495]"
공장,(주)케이알이엠에스2공장지점,경상북도 구미시 산호대로 130-65 (공단동),"[36.1214315, 128.3866032]"
공장,(주)케이앤피,경상북도 구미시 3공단3로 66 (시미동),"[36.08612530000001, 128.4114773]"
공장,(주)케이앤피 2공장,경상북도 구미시 3공단3로 65 (시미동),"[36.0861823, 128.4100985]"
공장,(주)케이앤피나노,충청북도 제천시 한방엑스포로 105 (왕암동),"[37.1448563, 128.1570982]"
공장,(주)케이에스비,충청남도 천안시 서북구 성거읍 모전1길 236,"[36.8967417, 127.1917808]"
공장,(주)케이에스비,"충청남도 천안시 서북구 직산읍 직산로 136,  구관 2동","[36.8852788, 127.1588242]"
공장,(주)케이에스에프아이앤씨,부산광역시 강서구 녹산산단290로 5 (송정동),"[35.0885735, 128.849716]"
공장,(주)케이에스지,"인천광역시 남동구 은봉로 51, B동 1층 104 (논현동)","[37.4114457, 126.6973334]"
공장,(주)케이에스테크,"충청북도 청주시 흥덕구 가로수로 1251, 충북녹색산업진흥원 201호,별관102호 (복대동)","[36.6335686, 127.4314539]"
공장,(주)케이에스티플랜트,부산광역시 강서구 과학산단로 558 (지사동),"[35.1497109, 128.808608]"
공장,(주)케이에스펄,인천광역시 남동구 남동동로 249 (논현동),"[37.4062707, 126.7039425]"
공장,(주)케이에이씨,강원도 원주시 문막읍 동화공단로 85-3,"[37.3327221, 127.8406304]"
공장,(주)케이에이씨,강원도 원주시 문막읍 반계리 2255-2번지,"[37.2919813, 127.7794553]"
공장,(주)케이에이엠,부산광역시 강서구 녹산산단382로50번길 30 (송정동),"[35.0848486, 128.8559128]"
공장,(주)케이에이엠아이,"서울특별시 금천구 가산디지털1로 196, 10층 7호 (가산동, 가산동에이스테크노타워10차)","[37.4829154, 126.8812688]"
공장,(주)케이에이치수출포장,"경기도 안산시 단원구 진흥로 28, 5바 824 (성곡동)","[37.310695, 126.7372604]"
공장,(주)케이에이치테크,"경기도 시흥시 협력로 74,  시화산단 1마 601호 1696번지 1마 601호 (정왕동)","[37.3367978, 126.7023929]"
공장,(주)케이에이텍,"경기도 시흥시 엠티브이25로58번길 9, 3사 110-1호 (정왕동)","[37.2723047, 127.1066407]"
공장,(주)케이엔,"울산광역시 남구 여천로163번길 39 (여천동, 세광기업(주))","[35.5292961, 129.3515504]"
공장,(주)케이엔씨,충청남도 천안시 동남구 풍세면 용정리 974번지 (풍세일반산업단지 A12-1),"[36.7455394, 127.1267906]"
공장,(주)케이엔제이,충청남도 당진시 송악읍 부곡공단4길 53-57,"[36.9647852, 126.7724945]"
공장,(주)케이엔제이,충청남도 당진시 송악읍 부곡공단4길 53-65,"[36.965272, 126.7722509]"
공장,(주)케이엘림뉴스타,"서울특별시 구로구 디지털로33길 12,  우림e-biz센타2차 1303~1306, (구로동)","[37.486907, 126.89533]"
공장,(주)케이엘테크,대구광역시 달성군 다사읍 다사로71길 37-20,"[35.8918922, 128.4647835]"
공장,(주)케이엘테크코퍼레이션,경기도 화성시 동탄산단6길 53-27 (방교동),"[37.1769687, 127.0924892]"
공장,(주)케이엘티시스템즈,"경상남도 창원시 성산구 완암로 50, 넥스동 9층 914호 (성산동, SK테크노파크)","[35.2056174, 128.6637929]"
공장,(주)케이엠데이타,서울특별시 금천구 가산디지털2로 18 (가산동) 대륭테크노타운1차,"[37.4705449, 126.8840925]"
공장,(주)케이엠씨,"경기도 안산시 단원구 번영로15번길 39, 4바 844 (성곡동)","[37.3156521, 126.7268718]"
공장,(주)케이엠씨,"경기도 안산시 단원구 산단로19번길 169, 505-14 (목내동)","[37.3024639, 126.7663143]"
공장,(주)케이엠씨,경상북도 구미시 3공단3로 40 (시미동),"[36.0839466, 128.4113161]"
공장,(주)케이엠아이텍,"경기도 안산시 단원구 성곡로 176, 6층 622호 (성곡동)","[37.3198801, 126.7583015]"
공장,(주)케이엠아이텍,"서울특별시 금천구 가산디지털1로 2, 3층 8호 (가산동, 우림라이온스밸리 2차)","[37.4668787, 126.88837]"
공장,(주)케이엠앤아이,경상남도 창원시 마산합포구 진북면 산단2길 120,"[35.13404209999999, 128.4803648]"
공장,(주)케이엠앤아이 군산2공장,전라북도 군산시 오식도동 868 번지,"[35.9533713, 126.5604498]"
공장,(주)케이엠앤티,인천광역시 남동구 앵고개로621번길 28-11 (고잔동),"[37.3916032, 126.7083554]"
공장,(주)케이엠에스,전라남도 광양시 태인4길 60 (태인동),"[34.9411232, 127.764687]"
공장,(주)케이엠이엔지,경상북도 구미시 산동면 첨단기업7로 98-40,"[36.150084, 128.4406969]"
공장,(주)케이엠텍,강원도 원주시 우산로 180-14 (우산동),"[37.3764448, 127.939921]"
공장,(주)케이엠피,경기도 부천시  성주로 12 (송내동),"[37.4825932, 126.759486]"
공장,(주)케이와이스틸,"경기도 시흥시 엠티브이27로58번길 29, [시화MTV 2사 104호]가동 1층 일부 및 나동 2층 (정왕동)","[37.3633055, 126.7302766]"
공장,(주)케이와이엠텍,경상남도 의령군 의령읍 구룡로1길 11,"[35.3147646, 128.2756085]"
공장,(주)케이원전자,충청남도 천안시서북구 백석동 555-21번지,"[36.8284999, 127.1107826]"
공장,(주)케이원정보통신,"서울특별시 금천구 가산디지털2로 18 (가산동, 대륭아파트형공장) 1동 6층 605호","[37.4779883, 126.8789817]"
공장,(주)케이이씨,경상북도 구미시 공단동 149번지,"[36.1119673, 128.3699765]"
공장,(주)케이제이다이나텍,서울특별시 금천구 가산디지털1로 219 (가산동) 벽산디지털밸리6차,"[37.4844389, 126.8789745]"
공장,(주)케이제이로지스,"전라북도 군산시 동장산1길 9 (소룡동, 월드비젼코리아)","[35.9563345, 126.591217]"
공장,(주)케이제이메디텍,"광주광역시 북구 첨단벤처로40번길 21 (대촌동, (주)케이제이메디텍)","[35.2251488, 126.859571]"
공장,(주)케이제이씨테크,"경기도 시흥시 시화벤처로119번길 12, 디에스벤처타운 13동 (정왕동)","[37.369751, 126.7532609]"
공장,(주)케이제이열처리,부산광역시 강서구 녹산산단231로 5 (송정동),"[35.0893104, 128.8421599]"
공장,(주)케이지씨예본,충청북도 충주시 가주농공2길 27 (가주동),"[36.9342945, 127.8938893]"
공장,(주)케이지엑스,울산광역시 울주군 온산읍 화산리 1298번지 외 1필지,"[35.4284114, 129.3383081]"
공장,(주)케이지엠,"인천광역시 남동구 청능대로 300,  84블럭 5로트 (고잔동)","[37.40254729999999, 126.6932769]"
공장,(주)케이테크로버,"경기도 시흥시 소망공원로 323, 7층 708 (정왕동)","[37.3281324, 126.7324767]"
공장,(주)케이텍글로벌,부산광역시 강서구 과학산단2로19번길 156 (지사동),"[35.1522916, 128.8141365]"
공장,(주)케이티씨이엔지,경상북도 구미시 산동면 첨단기업5로 78-4,"[36.1475265, 128.438639]"
공장,(주)케이티아이,"전라북도 군산시 가도로 105 (오식도동, 코리아BENDER)","[35.9556675, 126.5674137]"
공장,(주)케이티지 PET사업장,경상북도 구미시 수출대로5길 50-9 (공단동),"[36.1160545, 128.375522]"
공장,(주)케이피,"경기도 안산시 단원구 능길로115번길 29,  (601-15) (신길동)","[37.3262174, 126.7687175]"
공장,(주)케이피씨,부산광역시 강서구 녹산산업중로 71 (송정동),"[35.0969599, 128.8295904]"
공장,(주)케이피씨엠,경상북도 경산시 와촌면 와천서길 249,"[35.9450784, 128.8412688]"
공장,(주)케이피에프,"충청북도 충주시 충주산단5로 50,  (제2산업단지) (용탄동)","[37.0136861, 127.9500484]"
공장,(주)케이피엠테크,"경기도 안산시 단원구 산단로163번길 122,  1블럭 (원시동)","[37.3162128, 126.7881622]"
공장,(주)케이피일렉트릭,"인천광역시 미추홀구 방축로 328 (주안동, 케이피일렉트릭)","[37.4737353, 126.6788347]"
공장,(주)케이피켐텍,"울산광역시 남구 사평로 119 (상개동, 케이피케미칼(주))","[35.49964490000001, 129.3208595]"
공장,(주)케이피티,충청북도 청주시 흥덕구 오송읍 오송생명1로 16,"[36.6370179, 127.4696705]"
공장,(주)켐베이스,충청남도 논산시 연산면 선비로730번길 58-12 (공장),"[36.2480596, 127.1837081]"
공장,(주)켐코,충청남도 천안시 서북구 백석공단3길 33 (백석동),"[36.8277286, 127.1111659]"
공장,(주)켐트로닉스,경기도 평택시 포승읍 평택항로156번길 79,"[36.9768676, 126.8518748]"
공장,(주)켐트로스,"경기도 안산시 단원구 능안로 7,  14블럭 (목내동)","[37.31682139999999, 126.7762051]"
공장,(주)코나드,인천광역시 남동구 남동서로 92 (고잔동),"[37.3988834, 126.686013]"
공장,(주)코넬 공간시스템,전라북도 군산시 산단동서로 78 (오식도동),"[35.9512939, 126.574266]"
공장,(주)코닉ST,"경기도 안산시 단원구 능안로 98-12, 1125-1번지 (신길동)","[37.3226087, 126.7816961]"
공장,(주)코드바이오,충청남도 천안시 서북구 직산읍 부송1길 62,"[36.8784054, 127.1369081]"
공장,(주)코드바이오,충청남도 천안시서북구 직산읍 삼은리 43-12번지 천안밸리 구관6동,"[36.8852883, 127.1581341]"
공장,(주)코디마,울산광역시 울주군 온산읍 처용산업3길 30-5,"[35.4655207, 129.3414315]"
공장,(주)코디박,경상북도 경산시 진량읍 공단4로40길 38,"[35.8742704, 128.8324124]"
공장,(주)코디엠,"충청남도 천안시 서북구 백석공단2길 62 (백석동, 오에프티(주)천안공장)","[36.8290992, 127.1133103]"
공장,(주)코레이트,"충청북도 충주시 충주산단3로 103, (제1산업단지) (용탄동)","[37.0169507, 127.9433305]"
공장,(주)코리녹스,부산광역시 강서구 녹산산단407로 93 (송정동),"[35.0975002, 128.8617275]"
공장,(주)코리아뉴매틱,"서울특별시 구로구 디지털로33길 50, 10층 1호 (구로동, 벽산 디지털밸리7)","[37.4875117, 126.8940049]"
공장,(주)코리아스타텍,경상북도 구미시 4공단로7길 39 (구포동),"[36.1365799, 128.4385281]"
공장,(주)코리아스타텍,경상북도 구미시 구포동 1048-5번지,"[36.133437, 128.4348641]"
공장,(주)코리아스타텍 3공장,경상북도 구미시 4공단로7길 53-9 (구포동),"[36.1363217, 128.4379144]"
공장,(주)코리아써키트,"경기도 안산시 단원구 강촌로139번길 9, 599, 600번지 (성곡동)","[37.3183181, 126.7644194]"
공장,(주)코리아써키트 2공장,"경기도 안산시 단원구 강촌로 25,  605블럭 10롯트 (신길동)","[37.32076, 126.7529211]"
공장,(주)코리아써키트1공장,"경기도 안산시 단원구 강촌로139번길 9,  21블럭 23롯트 (성곡동)","[37.3183181, 126.7644194]"
공장,(주)코리아씨엔,"경기도 시흥시 시화벤처로 194, 시화MTV 2사 602호 (정왕동)","[37.3539316, 126.7531976]"
공장,(주)코리아액티,"인천광역시 남동구 승기천로 242,  23블럭 9로트 (논현동)","[37.4118565, 126.691135]"
공장,(주)코리아철강,"경상북도 구미시 산동면 첨단기업7로 9, (구 구미국가제4단지 1-1블록 3롯트) (산동면)","[36.1514067, 128.4336419]"
공장,(주)코리아컴버션테크,"경기도 시흥시 공단1대로 48, 1다 202-3 (정왕동 1240-10) (정왕동)","[37.3463301, 126.7106437]"
공장,(주)코리아코스팩,"인천광역시 남동구 고잔로 107, (주)코리아코스팩 (고잔동)","[37.4145467, 126.7026118]"
공장,(주)코리아코스팩,인천광역시 남동구 남동서로316번길 70 (남촌동),"[37.4145445, 126.7025901]"
공장,(주)코리아코스팩,"인천광역시 남동구 청능대로339번길 47, 71블럭 9로트 (고잔동)","[37.40289860000001, 126.6986617]"
공장,(주)코리아피앤시,울산광역시 울주군 청량읍 처용산업5길 23,"[35.5159587, 129.2688696]"
공장,(주)코리아하이텍,"경기도 안산시 단원구 해안로 292 (원시동, (주)코리아하이텍)","[37.2960089, 126.7891066]"
공장,(주)코린텍,"경기도 시흥시 공단1대로196번길 31, 2다 509-2 (정왕동)","[37.3316395, 126.7169752]"
공장,(주)코릴,"전라북도 군산시 가도로 43 (오식도동, (주)3국산업)","[35.9500465, 126.5675184]"
공장,(주)코만,경상남도 함안군 함안면 광정로 344-21 ((주)코만),"[35.2383629, 128.4051908]"
공장,(주)코멕,경기도 평택시 포승읍 평택항만길 348 ((주)코맥) (총 2 필지),"[36.9785154, 126.8384113]"
공장,(주)코멧센서,"경기도 안산시 단원구 엠티브이1로163번길 5, 시화MTV 8사 209호 (목내동)","[37.3047289, 126.7749561]"
공장,(주)코모텍,"경상북도 칠곡군 왜관읍 공단로4길 17-26, 1단지 14B-3L","[35.9681325, 128.4218374]"
공장,(주)코미팜,"경기도 시흥시 경제로 17,  시화단지 1라 107호 1236-6 1라 107호 (정왕동)","[37.3411231, 126.7015127]"
공장,(주)코미팜,충청남도 예산군 신암면 추사로 235-24,"[36.7479258, 126.8202868]"
공장,(주)코미팜,충청북도 청원군 오송읍 만수리 509-2,"[36.6331976, 127.3302031]"
공장,(주)코바텍,"경상북도 구미시 옥계2공단로 179-8, G동 (구포동)","[36.133896, 128.416856]"
공장,(주)코밸,부산광역시 사하구 다산로 92 (다대동),"[35.061293, 128.958901]"
공장,(주)코벡엔지니어링,"서울특별시 금천구 가산디지털1로 212, 10층 1010호 (가산동, 코오롱 디지털타워 애스턴)","[37.4843157, 126.8805164]"
공장,(주)코벤티아코리아,충청남도 천안시 동남구 성남면 5산단3로 77-8,"[36.7424723, 127.2368815]"
공장,(주)코비코코리아,"인천광역시 남동구 남동서로270번길 68,  21블럭 6로트 (논현동)","[37.4112924, 126.6994529]"
공장,(주)코빅스,"서울특별시 금천구 디지털로9길 32, A동 7층 1호 (가산동, 갑을 그레이트밸리)","[37.4794444, 126.8875]"
공장,(주)코빗,"경상북도 구미시 1공단로 212, 406-407호 (공단동)","[36.1013997, 128.3859519]"
공장,(주)코사인,경상북도 구미시 1공단로10길 94 (공단동),"[36.0946116, 128.3825018]"
공장,(주)코선,부산광역시 강서구 녹산산단261로 29 (송정동),"[35.0914617, 128.8457046]"
공장,(주)코셈,경상북도 구미시 1공단로 121 (공단동),"[36.102639, 128.3760446]"
공장,(주)코셋,광주광역시 북구 첨단벤처로60번길 39 (대촌동),"[35.2262767, 126.8602993]"
공장,(주)코스,"전라남도 장성군 동화면 농공단지길 79,  (동화농공단지)","[35.2826675, 126.7298874]"
공장,(주)코스메카코리아,충청북도 음성군 대소면 대금로196번길 17-12,"[36.9781088, 127.4664915]"
공장,(주)코스모코스,"인천광역시 남동구 앵고개로 404, 116블럭 7로트(687-14번지) (고잔동)","[37.399463, 126.6854664]"
공장,(주)코스탈파워,"인천광역시 남동구 남동동로33번길 45,  146블럭 2로트 (고잔동)","[37.3899039, 126.6902566]"
공장,(주)코스텍,"전라북도 군산시 군산산단로 46 (오식도동, 주식회사코스텍)","[35.947825, 126.5424477]"
공장,(주)코스텍시스,"인천광역시 남동구 능허대로625번길 43,  136블럭 3로트 (고잔동)","[37.393283, 126.6830538]"
공장,(주)코스틸 포항1공장,경상북도 포항시 남구 호동로 35 (호동),"[35.9841581, 129.3813707]"
공장,(주)코스틸 포항3공장,"경상북도 포항시 남구 호동로58번길 40 (호동, (주)코스틸제2공장)","[35.9848538, 129.3862286]"
공장,(주)코시,"광주광역시 북구 첨단벤처로40번길 37 (대촌동, (주)코시광주공장)","[35.2244046, 126.8594904]"
공장,(주)코시스텍,경상북도 구미시 수출대로7길 90-1 (공단동),"[36.119138, 128.3783238]"
공장,(주)코썸사이언스,"인천광역시 부평구 부평대로 283, C동 12층 03B호 (청천동, 부평 우림라이온스밸리)","[37.5172571, 126.7200959]"
공장,(주)코씨드바이오팜,충청북도 청주시 흥덕구 오송읍 공북리 568-23,"[36.6370179, 127.4696705]"
공장,(주)코아바이오,전라북도 익산시 왕궁면 광암리 1432번지 (국가식품클러스터),"[35.9826054, 127.0829393]"
공장,(주)코아아띠즈,인천광역시 남동구 남촌동 617-7번지,"[37.4195833, 126.7045039]"
공장,(주)코아테크,"경상북도 구미시 1공단로 212, 한라시그마밸리 604-605호 (공단동)","[36.1015169, 128.3860622]"
공장,(주)코아텍,부산광역시 기장군 정관면 산단3로 92-7,"[35.3148553, 129.1895384]"
공장,(주)코아텍스아시아퍼시픽,"전라북도 군산시 산단로 133-9 (소룡동, 코아텍스코리아)","[35.9590704, 126.581541]"
공장,(주)코아트라인,부산광역시 사하구 다산로225번길 24 (장림동),"[35.0734848, 128.9537258]"
공장,(주)코엔지,"서울특별시 금천구 가산디지털1로 119, B동 8층 806호 (가산동, SK트윈테크타워), 1층105호, B2층201,202,203,204,205,210호","[37.4761397, 126.8829139]"
공장,(주)코엘,경기도 안산시 상록구 안산테콤길 46 (사사동),"[37.2990009, 126.9299615]"
공장,(주)코윈디에스티,경기도 평택시 진위면 진위2산단로 31-16,"[37.109771, 127.062342]"
공장,(주)코윈테크,충청남도 아산시 둔포면 아산밸리로388번길 82,"[36.918464, 127.0621265]"
공장,(주)코이즈,"충청북도 충주시 대소원면 첨단산업로 146,  (충주첨단산업단지)","[36.9919814, 127.8337362]"
공장,(주)코익스텍,"경기도 시흥시 엠티브이28로 17-6, 1사 905호 (정왕동)","[37.355789, 126.7426796]"
공장,(주)코젠바이오텍,"서울특별시 금천구 가산디지털1로 168, C동 11층 1호 (가산동, 우림 라이온스밸리)","[37.4798346, 126.8824997]"
공장,(주)코카브,충청북도 청주시 청원구 오창읍 원리여천길 362-35,"[36.7675777, 127.4790618]"
공장,(주)코테크,"경기도 시흥시 공단1대로80번길 77,  [정왕동 1249-1, 시화단지 1라502] (정왕동)","[37.3392166, 126.7083549]"
공장,(주)코테크,경기도 평택시 포승읍 평택항만길 342 ((주)코테크),"[36.9779374, 126.8388327]"
공장,(주)코텍,"경상남도 창원시 의창구 차룡로14번길 18 (팔용동, (주)코텍)","[35.240178, 128.6272651]"
공장,(주)코텍,경상북도 고령군 다산면 다산산단3길 38,"[35.7895249, 128.3804634]"
공장,(주)코텍 성주공장,"경상남도 창원시 성산구 창원대로1144번길 48 (성주동, (주)코텍)","[35.1925485, 128.7048787]"
공장,(주)코텍 성주제2공장,경상남도 창원시 성산구 웅남로 826 (성주동),"[35.1910651, 128.7029174]"
공장,(주)코트랩,"경기도 안산시 단원구 진흥로128번길 20,  시화단지 5라 602호 (성곡동)","[37.3165297, 126.7454334]"
공장,(주)코튼퀸,"전라북도 익산시 평동로 824 (동산동, 원플러스)","[35.9370371, 126.9277174]"
공장,(주)코파스,경상북도 구미시 산호대로 143 (공단동) (총 2 필지),"[36.1049466, 128.3811562]"
공장,(주)콕스,"서울특별시 구로구 디지털로 242, 8층 10호 (구로동)","[37.4808224, 126.8926653]"
공장,(주)콧데,"제주특별자치도 제주시 구좌읍 일주동로 2708-28, (한동리 4849-15)","[33.5279945, 126.814521]"
공장,(주)콧데,충청남도 천안시 동남구 수신면 우각골길 19-3,"[36.7464896, 127.2875428]"
공장,(주)쿠보텍,"광주광역시 북구 첨단벤처소로37번길 50, (970-72) (월출동)","[35.2365124, 126.8614808]"
공장,(주)쿡젠,"인천광역시 남동구 논현고잔로 80-1,  171블럭 12로트 (고잔동)","[37.3902925, 126.7125133]"
공장,(주)큐네스글로벌,"인천광역시 미추홀구 염전로 336, 5층 507호 (주안동)","[37.4701615, 126.6774781]"
공장,(주)큐네츠,"경기도 시흥시 엠티브이25로20번길 49, 시화MTV 3사 406호 (정왕동)","[37.3209242, 126.7183652]"
공장,(주)큐로,"울산광역시 남구 처용로 260-37 (부곡동, 대경기계(주))","[35.5033168, 129.3342907]"
공장,(주)큐로,울산광역시 울주군 온산읍 대정로 52,"[35.4225925, 129.3339656]"
공장,(주)큐로 여수공장 부속공장,전라남도 여수시 산단중앙로 43-34 (화치동),"[34.8322216, 127.6700512]"
공장,(주)큐브수산,강원도 동해시 공단6로 25 (구호동),"[37.4727962, 129.1392453]"
공장,(주)큐브인,"서울특별시 금천구 가마산로 96, 12층 12호 (가산동, 대륭테크노타운8)","[37.4852199, 126.8774375]"
공장,(주)큐비에스,"인천광역시 남동구 앵고개로 516,  141블럭 6로트 (고잔동)","[37.3947338, 126.6963183]"
공장,(주)큐비에스,인천광역시 연수구 갯벌로 89 (송도동),"[37.3868386, 126.6495668]"
공장,(주)큐빅테크,"서울특별시 구로구 디지털로 272, 3층 1호 (구로동)","[37.4824724, 126.894424]"
공장,(주)큐씨아이,"경상남도 창원시 의창구 창원대로18번길 22, 공장동 203호 (팔용동, 경남테크노파크)","[35.2516762, 128.6041559]"
공장,(주)큐엘,"인천광역시 남동구 호구포로 134, 103블록 12로트 (고잔동)","[37.3954025, 126.705355]"
공장,(주)큐젠몰텍,"인천광역시 남동구 남동서로84번길 71, 1동, 119블럭 5로트(690-4번지) (고잔동)","[37.3975989, 126.6878503]"
공장,(주)큐젠몰텍,"인천광역시 남동구 능허대로625번길 18-35,  708-14  [137-15블록] (고잔동)","[37.3917048, 126.6846341]"
공장,(주)큐젠바이오텍,경기도 시흥시 공단2대로139번길 22 (정왕동),"[37.3322032, 126.7105399]"
공장,(주)큐젠바이오텍,"서울특별시 금천구 디지털로9길 99, 6층 607호 (가산동, 스타밸리)","[37.4816074, 126.8848307]"
공장,(주)크레비스,"인천광역시 남동구 은봉로16번길 37,  24블럭14로트 (논현동)","[37.41114049999999, 126.6928712]"
공장,(주)크레아군산,"전라북도 군산시 동장산2길 7-5 (소룡동, (주)한산)","[35.9574455, 126.5951054]"
공장,(주)크레아안톨린,"경기도 안산시 단원구 목내로 22,  7블럭 (목내동)","[37.3014934, 126.7724527]"
공장,(주)크레진,경상북도 성주군 선남면 문방공단길 107 (크레진),"[35.9248691, 128.3371626]"
공장,(주)크로스텍,인천광역시 남동구 청능대로410번길 79 (고잔동),"[37.3956229, 126.7026894]"
공장,(주)크로시스,부산광역시 사하구 신산로 72-1 (신평동),"[35.0898482, 128.9631711]"
공장,(주)크리셈,경상북도 구미시 산동면 첨단기업5로 139-46,"[36.1487264, 128.4463523]"
공장,(주)크린랜드티앤씨,경상북도 구미시 옥계2공단로1길 5-1 (구포동),"[36.1289275, 128.4109751]"
공장,(주)크린앤사이언스,전라북도 정읍시 북면 3산단3길 67 (크린엔사이언스),"[35.6142143, 126.9113062]"
공장,(주)클래드,"경기도 안산시 단원구 신원로 275-12,  16블럭 (목내동)","[37.3101252, 126.7673951]"
공장,(주)클래드2공장,"경기도 안산시 단원구 신원로 275-16,  (16-25) (목내동)","[37.310787211898834, 126.76720301106603]"
공장,(주)클래르,"경기도 안산시 단원구 강촌로 37, (1061-5, 605블럭 12롯트) (신길동)","[37.3197034, 126.7542292]"
공장,(주)클래식패브릭,"인천광역시 남동구 호구포로 50, 엘아이지식산업센터 517호,518호,723호 (고잔동)","[37.3917773, 126.7023163]"
공장,(주)클레슨,"경기도 시흥시 엠티브이북로193번길 2, 시화MTV 2사 810호 (정왕동)","[37.33774, 126.7498135]"
공장,(주)클레슨,세종특별자치시 소정면 소정산단로 13,"[36.7222604, 127.1582272]"
공장,(주)클린에어나노테크,인천광역시 남동구 남동동로 130 (고잔동),"[37.3963322, 126.6984409]"
공장,(주)키스템,"인천광역시 남동구 능허대로 747, 2층 (고잔동)","[37.3867031, 126.6944711]"
공장,(주)키스톤,"경기도 시흥시 공단1대로322번길 11,  시화단지 3다 409호 (정왕동)","[37.3304792, 126.7345417]"
