분류,사업장명,전체주소,좌표
주유소,치악산주유소,강원도 원주시 신림황둔로1107 (신림면),"[37.2575546, 128.1790809]"
주유소,치평주유소,광주광역시 서구 내방로11 (치평동),"[35.1590996, 126.8421466]"
주유소,친절한주유소,경기도 남양주시 양진로 329 (진건읍),"[37.6472557, 127.1719759]"
주유소,칠갑산주유소,충청남도 청양군 칠갑산로1580 (정산면),"[36.4152719, 126.9247591]"
주유소,칠산주유소,경상남도 김해시 금관대로910번길30 (풍유동),"[35.2103669, 128.8479451]"
주유소,칠성주유소,대구광역시 북구 칠곡중앙대로624 (읍내동),"[35.9509188, 128.5535089]"
주유소,케이블카주유소,경상남도 통영시 발개로132 (도남동),"[34.8264448, 128.4186494]"
주유소,케이제이(KJ) 주유소,경기도 여주시 청안로180 (점동면),"[37.210209, 127.6646104]"
주유소,케이케이(주)KK중앙1주유소,경상북도 구미시 산호대로1394 (장천면),"[36.1237662, 128.4160417]"
주유소,케이케이(주)KK중앙2주유소,경상북도 구미시 학신로211 (장천면),"[36.1159536, 128.4849395]"
주유소,케이케이(주)영강주유소,경상북도 문경시 중앙로358 (산양면),"[36.6123995, 128.2146853]"
주유소,코끼리주유소,경기도 화성시 마도면 화성로909,"[37.2060484, 126.7638854]"
주유소,코끼리주유소,충청북도 충주시 중원대로3691 (달천동),"[36.9612583, 127.8968323]"
주유소,코리아주유소,충청남도 예산군 충서로994 (예산읍),"[36.6964541, 126.8295159]"
주유소,코비산업ENG 영천점 주유소,경상북도 영천시 호국로1529 (고경면),"[35.9918868, 129.0908476]"
주유소,코스모주유소,충청북도 청주시 서원구 청남로777 (현도면),"[36.4865021, 127.4241862]"
주유소,콜주유소,경기도 평택시 서동대로1459 (안중읍),"[36.9908158, 126.9134157]"
주유소,크로바주유소,광주광역시 광산구 사암로127 (우산동),"[35.1527936, 126.8165341]"
주유소,큰길주유소,경상남도 의령군 의합대로1157 (정곡면),"[35.3892848, 128.3302669]"
주유소,큰길주유소,전북 전주시 덕진구 용덕길 3-22,"[35.8760838, 127.0471437]"
주유소,클린주유소,경기도 양주시 평화로1915 (봉양동),"[37.8595484, 127.0778829]"
주유소,클린주유소,전라북도 익산시 무왕로749-14 (현영동),"[35.9753626, 126.9407951]"
주유소,키다리식품(주)홍천(서울)주유소,강원도 홍천군 화촌면 서울양양고속도로 83-1,"[37.7589001, 128.0065798]"
주유소,키다리식품(주)홍천(양양)주유소,강원도 홍천군 화촌면 서울양양고속도로 84-1,"[37.7571781, 128.0030612]"
주유소,탁 주유소,충청북도 청주시 두릉유리로1007,"[36.742174, 127.4074166]"
주유소,탑 주유소,경기도 수원시 권선구 서부로1774 (탑동),"[37.2665874, 126.9748837]"
주유소,탑주유소,인천광역시 남구 송림로217 (도화동),"[37.4754137, 126.6570381]"
주유소,태경상사주식회사,인천광역시 부평구 청중로109 (청천동),"[37.5173838, 126.7093837]"
주유소,태경주유소,충청남도 청양군 충절로1609 (비봉면),"[36.4872305, 126.7901632]"
주유소,태광셀프주유소,경상남도 창원시 의창구 서상로 14,"[35.2622456, 128.6148751]"
주유소,태광주유소,경기도 안성시 청원로1786 (원곡면),"[37.041084, 127.1178892]"
주유소,태광주유소,경상남도 고성군 남해안대로2234 (고성읍),"[34.9455374, 128.3449151]"
주유소,태광주유소,광주광역시 서구 대남대로472번길4 (농성동),"[35.152122, 126.8859837]"
주유소,태기주유소,강원도 평창군 태기로280 (봉평면),"[37.5782935, 128.337096]"
주유소,태릉솔밭주유소,서울특별시 노원구 노원로49 (공릉동),"[37.6259181, 127.0855335]"
주유소,태백산 제3주유소,경상북도 칠곡군 팔공산로152 (동명면),"[35.9993088, 128.6054019]"
주유소,태산주유소,경상북도 포항시 북구 기계로459 (기계면),"[36.0876884, 129.1738296]"
주유소,태성주유소,대전광역시 중구 동서대로1459 (중촌동),"[36.3388858, 127.4124062]"
주유소,태성주유소,충청남도 논산시 수락로865 (벌곡면),"[36.194915, 127.2665018]"
주유소,태양주유소,경기도 용인시 처인구 백옥대로1011 (남동),"[37.2260315, 127.210195]"
주유소,태양주유소,경기도 포천시 북원로749 (관인면,"[38.1532067, 127.2401649]"
주유소,태양주유소,경상북도 경산시 대경로940 (와촌면),"[35.9221012, 128.8394132]"
주유소,태양주유소,대구광역시 서구 국채보상로372 (비산동),"[35.8719362, 128.5717215]"
주유소,태양주유소,부산광역시 부산진구 성지로60 (연지동),"[35.1759843, 129.0550114]"
주유소,태양주유소,인천광역시 서구 중봉대로378 (원창동),"[37.51309, 126.6492372]"
주유소,태양주유소,충청남도 공주시 차령로3737 (정안면),"[36.6214103, 127.1234848]"
주유소,태양주유소,충청북도 보은군 남부로5370 (내북면),"[36.5334916, 127.6903832]"
주유소,태양주유소,충청북도 청주시 흥덕구 2순환로864 (외북동),"[36.6554576, 127.4317666]"
주유소,태영에너지(주)경민주유소,경상남도 밀양시 밀양대로1900 (내이동),"[35.4934002, 128.7460249]"
주유소,태영주유소,충청남도 연기군 신암면 신택리 22-1번지,"[36.592881, 127.2923268]"
주유소,태우주유소,강원도 춘천시 후석로400 (후평동),"[37.88002669999999, 127.7480236]"
주유소,태인알뜰주유소,전라남도 광양시 담안길58(태인동),"[34.93982099999999, 127.750005]"
주유소,태전착한주유소,대구광역시 북구 태전로14 (태전동),"[35.9218411, 128.5459585]"
주유소,태정주유소,경기도 연천군 양연로814 (전곡읍),"[37.9770406, 127.0120691]"
주유소,태정주유소,전라북도 전주시 덕진구 동부대로1520 (고랑동),"[35.8802665, 127.087475]"
주유소,태평양주유소,울산광역시 북구 산업로1707 (중산동),"[35.6628816, 129.3533928]"
주유소,태평양주유소,인천광역시 강화군 강화서로557 (하점면),"[37.7438923, 126.3866941]"
주유소,태평양주유소,인천광역시 강화군 하점면 강화서로 557,"[37.7438923, 126.3866941]"
주유소,태평주유소,대전광역시 중구 동서대로1244 (태평동),"[36.3263269, 127.3979182]"
주유소,태현마린㈜,울산광역시 울주군 온산읍 덕망로 7-9 303호,"[35.4375271, 129.3075214]"
주유소,태현주유소,경기도 안성시 안성대로1539 (대덕면),"[37.0123837, 127.2378323]"
주유소,태현주유소,경남 창녕군 부곡면 온천대로 1070,"[35.4367457, 128.5961205]"
주유소,택지주유소,경상북도 영주시 영주로 70,"[36.82596059999999, 128.6240263]"
주유소,택지주유소,경상북도 영주시 영주로 70 (가흥동),"[36.8186529, 128.6166694]"
주유소,터널주유소,경기도 남양주시 경춘로1757 (화도읍),"[37.6575261, 127.2855707]"
주유소,터치주유소,경기도 고양시 일산서구 송산로194 (구산동),"[37.6837197, 126.7007397]"
주유소,테마주유소,경상북도 고령군 대가야로955 (쌍림면),"[35.70794679999999, 128.2517662]"
주유소,텍사스주유소,경상남도 고성군 상정대로1313 (상리면),"[34.9940915, 128.2065426]"
주유소,토당주유소,경기도 고양시 덕양구 중앙로637 (토당동),"[37.6260539, 126.805976]"
주유소,토함산주유소,경상북도 경주시 불국로177 (마동),"[35.7846263, 129.3126844]"
주유소,톨게이트주유소,충남 서산시 운산면 운암로895,"[36.8128747, 126.5674693]"
주유소,통도IC주유소,울산광역시 울주군 반구대로38 (삼남면),"[35.5012767, 129.092854]"
주유소,통일로지점,경기도 고양시 덕양구 통일로1020 (관산동),"[37.6865181, 126.8670048]"
주유소,퇴계주유소,강원도 춘천시 퇴계로25 (퇴계동),"[37.8660917, 127.724514]"
주유소,투구봉주유소,충청북도 단양군 월악로4245 (단성면),"[36.92243360000001, 128.2886893]"
주유소,파라다이스주유소,울산광역시 중구 태화로165 (태화동,"[35.55291200000001, 129.2942682]"
주유소,파란주유소,강원도 춘천시 춘천로236 (효자동),"[37.8712386, 127.7367815]"
주유소,파란주유소,경기도 화성시 화성로995 (남양읍),"[37.2117634, 126.8237722]"
주유소,판도라주유소,경상남도 창원시 마산합포구 삼진의거대로753 (진동면),"[35.1225619, 128.4954489]"
주유소,판도라주유소,경상남도 창원시 마산회원구 무역로163 (봉암동),"[35.2118671, 128.6040608]"
주유소,팔공산주유소,대구광역시 동구 팔공로197길2 (백안동),"[35.9559816, 128.6899846]"
주유소,팔공산한마음주유소,대구광역시 동구 팔공산로283 (덕곡동),"[35.9930689, 128.6162342]"
주유소,팔공주유소,경상북도 경주시 내남면 반구대로2789,"[35.723891, 129.2028672]"
주유소,팔봉주유소,강원도 홍천군 팔봉산로1231 (서면),"[37.7147027, 127.6967579]"
주유소,팔성셀프주유소,부산광역시 남구 유엔로138 (대연동),"[35.1299266, 129.0910953]"
주유소,팔팔주유소,경기도 남양주시 비룡로1133 (수동면),"[37.7282437, 127.301171]"
주유소,팔팔주유소,인천광역시 남구 참외전로338 (숭의동),"[37.4660014, 126.6517953]"
주유소,팔팔주유소,전라북도 부안군 주을로107 (줄포면),"[35.6001848, 126.6883571]"
주유소,패밀리주유소,광주광역시 북구 우치로670 (생용동),"[35.2220901, 126.8865354]"
주유소,패밀리주유소,대구광역시 북구 칠곡중앙대로146 (태전동),"[35.9237136, 128.549123]"
주유소,퍼스트셀프주유소,충청북도 음성군 대금로623-1 (대소면),"[36.96887, 127.5064487]"
주유소,퍼시픽에너지(주)금강주유소,대구광역시 북구 대학로45 (산격동),"[35.8909004, 128.6056422]"
주유소,펀치볼주유소,강원도 양구군 땅굴로3 (해안면),"[38.29150509999999, 128.1414694]"
주유소,페트로 앰엔에스(주)네트웍사업부 한빛주유소,전라북도 익산시 석암로122 (용제동),"[35.9450634, 127.0040241]"
주유소,평리주유소,대구광역시 서구 서대구로227 (평리동),"[35.8785584, 128.5545755]"
주유소,평산주유소,경상북도 칠곡군 칠곡대로254 (북삼읍,"[36.05129110000001, 128.3262652]"
주유소,평송단월주유소,경기도 양평군 경강로3433 (단월면),"[37.5170071, 127.6370663]"
주유소,평창 올림피아주유소,강원도 평창군 경강로5191 (대관령면),"[37.6799762, 128.6998895]"
주유소,평창(서창)주유소,강원도 평창군 탑거리길63 (용평면),"[37.610312, 128.4630783]"
주유소,평천주유소,강원도 원주시 호저로598 (호저면),"[37.4248376, 127.921843]"
주유소,평촌주유소,대전광역시 서구 벌곡로394 (평촌동),"[36.2382116, 127.3170988]"
주유소,평택배미주유소,경기도 평택시 서동대로3622 (합정동),"[36.9859709, 127.1022612]"
주유소,평택휴게소주유소,경기도 평택시 서동대로2043 (오성면),"[37.0077715, 126.9697379]"
주유소,평화동주유소,전라북도 전주시 완산구 구이로1949 (석구동),"[35.7716131, 127.1271529]"
주유소,평화로주유소,제주특별자치도 제주시 노형로177 (노형동),"[33.4712869, 126.4610365]"
주유소,평화셀프주유소,전라북도 부안군 청자로1005 (진서면),"[35.5905082, 126.6125935]"
주유소,평화주유소,전남 여수시 돌산읍 돌산로2117,"[34.73056, 127.741572]"
주유소,평화주유소,충청남도 금산군 복수로800 (복수면),"[36.213759, 127.3769585]"
주유소,포곡농협가득채움주유소,경기도 용인시 처인구 포곡읍 석성로871,"[37.279475, 127.1999796]"
주유소,포곡농협주유소,경기도 용인시 처인구 포곡읍 포곡로246번길 8,"[37.2767063, 127.2295601]"
주유소,포승만세주유소,경기도 평택시 서동대로771 (포승읍),"[36.9591613, 126.8561336]"
주유소,포천농협주유소,경기도 포천시 호국로1698 (군내면),"[37.9038578, 127.2109728]"
주유소,포특사주유소,경상북도 포항시 남구 정몽주로660번길1 (오천읍),"[35.9770051, 129.413551]"
주유소,포항주유소,경상북도 포항시 남구 새천년대로410 (대잠동),"[36.01227780000001, 129.3447302]"
주유소,푸른별주유소,경상북도 포항시 북구 해안로1496 (흥해읍),"[36.1412474, 129.3924905]"
주유소,푸른숲주유소,부산광역시 기장군 기장대로1751 (장안읍),"[35.3460268, 129.2516435]"
주유소,푸른언덕주유소,경상북도 영천시 개미곡길47-35 (북안면),"[35.9241634, 129.0118397]"
주유소,푸른주유소,경기도 고양시 일산서구 경의로850 (덕이동),"[37.693355, 126.7598165]"
주유소,푸른주유소,경기도 안성시 서동대로6423 (삼죽면),"[37.0646661, 127.3718084]"
주유소,푸른주유소,전라남도 나주시 영산로4732 (다시면),"[35.0116339, 126.6601394]"
주유소,푸른주유소,충청남도 논산시 동안로73 (강경읍),"[36.1530607, 127.0225472]"
주유소,푸른주유소,충청남도 논산시 동안로73 (강경읍) 푸른주유소,"[36.1529294, 127.0224483]"
주유소,푸른주유소,충청남도 당진시 남부로811 (순성면),"[36.85879329999999, 126.6831692]"
주유소,푸른주유소,충청북도 괴산군 충민로299 (괴산읍),"[36.8197251, 127.8413316]"
주유소,푸른주유소,충청북도 영동군 남부로813 (용산면),"[36.2364672, 127.8080602]"
주유소,풍년에너지,경기도 고양시 일산서구 덕이로94 (덕이동),"[37.6916282, 126.7495376]"
주유소,풍년주유소,경상북도 예천군 경서로1396 (개포면),"[36.6198746, 128.3221638]"
주유소,풍농주유소,충청남도 홍성군 내포로252 (홍성읍),"[36.5907866, 126.6431873]"
주유소,풍산주유소,경기도 김포시 풍무로168 (풍무동),"[37.6098812, 126.7248979]"
주유소,풍산주유소,경기도 하남시 하남대로956 (풍산동),"[37.5494849, 127.1864773]"
주유소,풍전주유소,전라남도 순천시 순광로81 (조례동),"[34.9576672, 127.52911]"
주유소,풍차주유소,전라북도 익산시 왕궁면(국가식품클러스터)9001(G1),"[35.9826054, 127.0829393]"
주유소,풍천주유소,경기도 남양주시 금강로1842 (진접읍),"[37.74877499999999, 127.2089957]"
